Furniture_Type,Material,Condition,Age_Years,Original_Price_INR,Brand,Location_Type,Selling_Price_INR
Table,Metal,Good,13,53920,IKEA,Urban,23574
Cabinet,Metal,Excellent,12,41120,Local,Semi-Urban,32554
Table,Metal,Poor,0,50786,Nilkamal,Rural,58236
Table,Metal,Average,10,20925,Local,Urban,13084
Chair,Metal,Good,2,49006,Godrej,Urban,31334
Bed,Metal,Excellent,1,70627,IKEA,Urban,26997
Wardrobe,Fabric,Good,11,13842,IKEA,Rural,65333
Cabinet,Wood,Poor,9,78459,Local,Urban,59553
Table,Metal,Poor,4,82363,Godrej,Rural,39356
Desk,Fabric,Good,12,27126,Local,Semi-Urban,1946
Bed,Wood,Average,7,76819,Godrej,Urban,69545
Cabinet,Metal,Poor,14,73390,Urban Ladder,Semi-Urban,12979
Desk,Wood,Excellent,8,61074,Urban Ladder,Rural,45313
Wardrobe,Wood,Poor,8,40817,IKEA,Semi-Urban,2572
Wardrobe,Plastic,Excellent,0,8557,Urban Ladder,Urban,46148
Table,Glass,Good,0,7432,Local,Semi-Urban,32876
Table,Plastic,Excellent,0,15006,Godrej,Semi-Urban,21012
Cabinet,Wood,Good,0,32989,IKEA,Semi-Urban,46057
Chair,Fabric,Poor,8,61043,Urban Ladder,Semi-Urban,8339
Bed,Metal,Average,0,40788,IKEA,Semi-Urban,54770
Cabinet,Glass,Poor,6,67167,IKEA,Rural,26512
Bed,Metal,Poor,5,55166,Godrej,Rural,22888
Table,Fabric,Poor,8,29887,Local,Urban,34861
Wardrobe,Glass,Poor,10,25632,Local,Rural,45020
Table,Plastic,Average,8,69513,Nilkamal,Rural,14784
Wardrobe,Wood,Poor,3,89130,Local,Urban,67312
Cabinet,Fabric,Excellent,8,42802,Urban Ladder,Rural,22471
Wardrobe,Wood,Average,13,37026,Nilkamal,Urban,9774
Table,Wood,Average,14,86217,Nilkamal,Urban,47805
Sofa,Metal,Excellent,12,78706,Nilkamal,Rural,41821
Bed,Fabric,Good,13,75933,Nilkamal,Semi-Urban,34735
Desk,Wood,Poor,5,33083,Local,Urban,66537
Wardrobe,Plastic,Average,4,4732,Nilkamal,Semi-Urban,2497
Wardrobe,Glass,Poor,8,5942,Urban Ladder,Urban,43752
Sofa,Fabric,Poor,14,62853,Urban Ladder,Rural,11059
Cabinet,Metal,Excellent,6,12429,IKEA,Semi-Urban,46394
Cabinet,Fabric,Excellent,8,40268,Urban Ladder,Urban,24909
Cabinet,Metal,Excellent,4,60676,IKEA,Rural,34361
Desk,Glass,Poor,3,25517,Urban Ladder,Semi-Urban,66623
Chair,Plastic,Average,9,66727,Nilkamal,Rural,45601
Sofa,Wood,Average,2,31899,Godrej,Rural,14999
Desk,Fabric,Good,4,18068,Nilkamal,Semi-Urban,65493
Sofa,Metal,Poor,8,68701,Local,Urban,28705
Wardrobe,Glass,Good,2,81408,IKEA,Urban,32531
Bed,Wood,Good,0,89752,Godrej,Rural,66969
Sofa,Glass,Good,1,32269,Urban Ladder,Urban,60648
Chair,Plastic,Good,9,15219,Nilkamal,Semi-Urban,6721
Table,Wood,Good,4,87694,IKEA,Semi-Urban,36486
Desk,Wood,Poor,2,62043,IKEA,Rural,58184
Sofa,Wood,Excellent,5,28989,Urban Ladder,Rural,9406
Sofa,Metal,Good,14,68263,IKEA,Semi-Urban,44519
Chair,Wood,Average,14,45406,Urban Ladder,Semi-Urban,59345
Bed,Glass,Poor,10,19830,Urban Ladder,Rural,7574
Sofa,Metal,Good,7,31050,Nilkamal,Rural,46880
Sofa,Wood,Average,5,35864,IKEA,Semi-Urban,17702
Bed,Glass,Good,9,46677,Local,Rural,61388
Chair,Glass,Excellent,8,22641,Local,Urban,35992
Desk,Fabric,Poor,14,16555,Nilkamal,Semi-Urban,15201
Desk,Glass,Excellent,5,89646,Nilkamal,Semi-Urban,38944
Sofa,Plastic,Average,13,26235,Urban Ladder,Rural,19185
Bed,Wood,Good,4,31959,Local,Rural,64284
Sofa,Wood,Excellent,3,43957,IKEA,Semi-Urban,17967
Cabinet,Wood,Excellent,1,64601,Local,Rural,56883
Table,Glass,Good,5,67414,Nilkamal,Urban,43631
Desk,Glass,Poor,1,18309,Nilkamal,Rural,49369
Cabinet,Wood,Average,4,17105,Urban Ladder,Semi-Urban,48394
Wardrobe,Metal,Poor,0,52813,IKEA,Rural,6328
Table,Metal,Average,2,63833,Nilkamal,Semi-Urban,19670
Sofa,Plastic,Average,9,77208,IKEA,Urban,63037
Chair,Fabric,Excellent,4,33328,Local,Semi-Urban,54961
Desk,Plastic,Good,12,66756,Urban Ladder,Urban,26882
Wardrobe,Wood,Poor,12,82614,Local,Urban,26386
Table,Wood,Excellent,6,40430,Nilkamal,Urban,68796
Desk,Wood,Excellent,7,43583,Nilkamal,Urban,69018
Bed,Fabric,Excellent,6,39029,IKEA,Urban,27432
Chair,Glass,Poor,6,3405,Nilkamal,Rural,66631
Table,Fabric,Excellent,10,57012,IKEA,Urban,62830
Bed,Plastic,Good,14,6560,Godrej,Rural,8053
Cabinet,Glass,Excellent,1,14575,Nilkamal,Rural,8364
Sofa,Glass,Excellent,5,80395,Local,Rural,12854
Bed,Plastic,Average,4,16153,Local,Semi-Urban,12393
Table,Glass,Excellent,10,45077,IKEA,Semi-Urban,30814
Table,Metal,Poor,14,30013,Godrej,Urban,22944
Cabinet,Plastic,Poor,8,9690,Nilkamal,Rural,55386
Sofa,Plastic,Good,11,64053,Urban Ladder,Semi-Urban,47977
Bed,Metal,Poor,9,69277,Urban Ladder,Rural,23494
Bed,Fabric,Poor,10,79967,Local,Semi-Urban,12468
Sofa,Fabric,Excellent,3,10181,Nilkamal,Rural,26602
Bed,Fabric,Good,11,34305,Urban Ladder,Semi-Urban,53896
Desk,Glass,Poor,6,10731,IKEA,Urban,34632
Sofa,Metal,Good,10,62175,Nilkamal,Urban,41830
Chair,Plastic,Good,7,75559,Local,Urban,4831
Table,Plastic,Average,13,3910,Godrej,Rural,12214
Chair,Plastic,Average,5,40470,IKEA,Urban,55226
Desk,Glass,Excellent,2,50341,IKEA,Urban,47757
Cabinet,Glass,Poor,10,59850,Nilkamal,Semi-Urban,44129
Desk,Fabric,Excellent,4,32390,Godrej,Semi-Urban,57223
Wardrobe,Glass,Excellent,0,67229,IKEA,Semi-Urban,9184
Wardrobe,Fabric,Good,13,66891,Godrej,Urban,48788
Wardrobe,Fabric,Good,12,7038,Local,Semi-Urban,62510
Sofa,Plastic,Good,7,31215,IKEA,Semi-Urban,50361
Bed,Glass,Excellent,11,88365,Urban Ladder,Urban,14503
Desk,Fabric,Poor,11,35899,Local,Semi-Urban,43040
Chair,Metal,Excellent,11,46016,Local,Rural,42835
Cabinet,Metal,Excellent,10,25246,IKEA,Semi-Urban,49282
Chair,Glass,Excellent,1,52304,Urban Ladder,Rural,20861
Chair,Plastic,Average,12,21862,Godrej,Semi-Urban,47776
Chair,Plastic,Average,9,60826,Urban Ladder,Semi-Urban,36881
Cabinet,Fabric,Poor,6,25500,Local,Rural,41148
Wardrobe,Glass,Average,8,85224,IKEA,Urban,47232
Chair,Metal,Excellent,0,84818,Urban Ladder,Rural,54412
Cabinet,Fabric,Average,12,5519,Urban Ladder,Urban,56284
Cabinet,Fabric,Average,3,9112,Local,Semi-Urban,3210
Bed,Wood,Excellent,6,3992,Godrej,Urban,33920
Cabinet,Glass,Poor,13,8647,Urban Ladder,Urban,19044
Wardrobe,Fabric,Average,8,10597,Urban Ladder,Rural,27457
Chair,Metal,Excellent,1,67167,Nilkamal,Urban,50480
Cabinet,Wood,Excellent,1,60170,Local,Urban,48263
Sofa,Metal,Excellent,5,28633,Nilkamal,Rural,4062
Cabinet,Plastic,Good,2,19854,Local,Urban,34379
Table,Wood,Excellent,3,72102,Local,Urban,53869
Table,Wood,Average,2,44472,Nilkamal,Rural,63999
Table,Fabric,Average,12,71821,Godrej,Rural,58847
Cabinet,Plastic,Excellent,0,80565,Godrej,Rural,40520
Wardrobe,Fabric,Good,13,81382,Local,Urban,37417
Chair,Glass,Good,13,81615,Nilkamal,Semi-Urban,3220
Desk,Metal,Good,5,77087,Urban Ladder,Rural,59976
Desk,Metal,Average,10,83636,Local,Rural,60560
Desk,Fabric,Good,10,71813,Local,Urban,2021
Wardrobe,Metal,Poor,12,22015,IKEA,Semi-Urban,3923
Bed,Metal,Poor,1,4757,Godrej,Semi-Urban,6742
Sofa,Glass,Good,1,35085,Nilkamal,Urban,8231
Sofa,Plastic,Poor,6,63118,Urban Ladder,Rural,43632
Table,Wood,Excellent,4,24863,Urban Ladder,Urban,30894
Table,Fabric,Good,7,29098,Local,Semi-Urban,58337
Cabinet,Fabric,Good,13,49220,Urban Ladder,Rural,7789
Desk,Glass,Good,1,18295,Urban Ladder,Semi-Urban,38051
Cabinet,Glass,Excellent,12,41555,Local,Semi-Urban,7526
Desk,Wood,Excellent,9,28821,Godrej,Semi-Urban,65219
Table,Plastic,Good,7,45372,IKEA,Semi-Urban,14406
Chair,Fabric,Average,6,24833,Godrej,Rural,44976
Bed,Glass,Average,12,56990,Godrej,Rural,22191
Cabinet,Fabric,Poor,9,11549,IKEA,Rural,56029
Bed,Metal,Excellent,13,42498,Local,Urban,26700
Bed,Fabric,Poor,7,23519,Godrej,Rural,68839
Bed,Plastic,Poor,10,50376,Nilkamal,Semi-Urban,35502
Table,Plastic,Good,2,51547,Nilkamal,Semi-Urban,41518
Sofa,Fabric,Average,7,6141,IKEA,Rural,42808
Table,Metal,Poor,14,14068,Nilkamal,Rural,24854
Bed,Plastic,Good,5,56705,Local,Urban,35163
Table,Glass,Excellent,1,17256,Urban Ladder,Rural,44411
Bed,Fabric,Poor,5,66721,Local,Urban,8951
Wardrobe,Metal,Average,4,35964,IKEA,Rural,67366
Desk,Glass,Excellent,2,8830,Urban Ladder,Urban,29623
Sofa,Fabric,Good,0,18868,Nilkamal,Rural,48179
Wardrobe,Metal,Excellent,6,9679,Godrej,Rural,18806
Chair,Glass,Poor,1,67061,Nilkamal,Rural,21334
Table,Plastic,Excellent,0,14722,Local,Urban,37606
Chair,Fabric,Excellent,0,67578,Local,Semi-Urban,28362
Cabinet,Fabric,Excellent,6,89045,IKEA,Urban,16971
Table,Plastic,Average,11,16989,Godrej,Rural,42365
Desk,Wood,Poor,0,58701,Godrej,Semi-Urban,42506
Wardrobe,Glass,Good,8,17919,Urban Ladder,Urban,59142
Desk,Plastic,Average,5,44306,Urban Ladder,Urban,26136
Cabinet,Fabric,Poor,3,14036,Local,Semi-Urban,29569
Bed,Glass,Good,11,23999,IKEA,Rural,41409
Desk,Glass,Good,3,61582,Local,Semi-Urban,44891
Desk,Wood,Good,14,44543,Godrej,Rural,21371
Bed,Fabric,Poor,12,70244,Godrej,Semi-Urban,32032
Table,Metal,Good,11,57560,Local,Urban,34137
Bed,Wood,Good,13,74913,Godrej,Urban,51407
Wardrobe,Wood,Average,4,25788,Urban Ladder,Urban,57762
Desk,Metal,Good,1,82805,Godrej,Rural,50027
Bed,Metal,Excellent,4,63048,Urban Ladder,Rural,69260
Cabinet,Wood,Average,1,24221,Nilkamal,Semi-Urban,13880
Cabinet,Glass,Average,11,34757,IKEA,Rural,64471
Desk,Plastic,Poor,3,62115,IKEA,Rural,27626
Wardrobe,Plastic,Good,9,51275,Godrej,Semi-Urban,67569
Chair,Wood,Excellent,10,86605,IKEA,Rural,52643
Wardrobe,Glass,Excellent,13,27324,Nilkamal,Semi-Urban,2363
Sofa,Metal,Good,4,55753,Godrej,Rural,27130
Sofa,Wood,Good,5,31734,Urban Ladder,Rural,65202
Sofa,Fabric,Poor,5,53605,Nilkamal,Urban,28475
Desk,Glass,Excellent,8,22590,Nilkamal,Rural,23845
Cabinet,Fabric,Average,3,26096,IKEA,Semi-Urban,31934
Table,Fabric,Poor,12,55142,Urban Ladder,Semi-Urban,52262
Cabinet,Wood,Poor,13,46261,Local,Urban,12934
Table,Glass,Average,4,79986,Nilkamal,Semi-Urban,62213
Table,Fabric,Poor,5,59698,IKEA,Urban,1933
Cabinet,Glass,Good,3,53502,Nilkamal,Rural,10914
Desk,Plastic,Average,5,50984,Urban Ladder,Urban,61615
Wardrobe,Fabric,Average,1,59490,Urban Ladder,Rural,1583
Table,Fabric,Excellent,11,41202,Godrej,Semi-Urban,41896
Chair,Glass,Average,12,64445,Local,Urban,23240
Cabinet,Plastic,Poor,6,88869,Local,Semi-Urban,38283
Cabinet,Fabric,Excellent,2,86199,IKEA,Semi-Urban,4058
Sofa,Wood,Poor,13,52972,Local,Semi-Urban,44765
Wardrobe,Glass,Good,9,12535,Urban Ladder,Semi-Urban,38661
Sofa,Glass,Good,3,41887,Local,Semi-Urban,20549
Cabinet,Fabric,Excellent,8,21679,IKEA,Urban,60591
Cabinet,Plastic,Excellent,14,71096,Nilkamal,Semi-Urban,64602
Table,Fabric,Poor,14,79281,Local,Urban,40851
Wardrobe,Metal,Good,11,3030,Local,Urban,28296
Bed,Fabric,Excellent,14,61996,Urban Ladder,Urban,5757
Chair,Metal,Good,12,11132,Urban Ladder,Semi-Urban,24021
Table,Wood,Good,4,85805,Nilkamal,Semi-Urban,66464
Cabinet,Glass,Good,8,59644,Godrej,Urban,38970
Table,Glass,Poor,9,24227,Local,Semi-Urban,3412
Chair,Plastic,Poor,12,21674,Urban Ladder,Urban,17856
Cabinet,Fabric,Good,9,72430,Godrej,Semi-Urban,13807
Chair,Wood,Good,9,7596,Local,Semi-Urban,24609
Bed,Metal,Good,11,19588,Local,Urban,34669
Table,Plastic,Average,9,57654,Godrej,Semi-Urban,63651
Desk,Wood,Average,5,30226,Urban Ladder,Urban,54096
Table,Wood,Poor,7,15453,Nilkamal,Urban,28431
Sofa,Metal,Good,4,62552,Local,Semi-Urban,31540
Wardrobe,Metal,Average,4,66692,IKEA,Semi-Urban,4847
Wardrobe,Glass,Excellent,2,27524,IKEA,Urban,16384
Sofa,Fabric,Excellent,6,34843,IKEA,Urban,55615
Cabinet,Plastic,Good,1,66140,Nilkamal,Urban,36059
Wardrobe,Fabric,Average,10,15744,Local,Rural,62761
Chair,Plastic,Excellent,11,85146,Urban Ladder,Semi-Urban,5619
Wardrobe,Wood,Poor,2,41910,Urban Ladder,Rural,28973
Wardrobe,Metal,Excellent,14,10482,Nilkamal,Urban,50383
Sofa,Metal,Poor,1,43081,Local,Rural,22234
Cabinet,Wood,Excellent,14,35024,Godrej,Urban,46932
Bed,Wood,Excellent,12,17030,Godrej,Rural,62230
Wardrobe,Plastic,Average,7,28472,Local,Rural,8974
Desk,Wood,Excellent,3,78048,Local,Semi-Urban,32014
Wardrobe,Plastic,Excellent,9,22045,Urban Ladder,Semi-Urban,62190
Bed,Fabric,Poor,7,30135,Nilkamal,Rural,68377
Sofa,Metal,Poor,7,67273,Nilkamal,Urban,53466
Bed,Metal,Excellent,7,53677,Urban Ladder,Semi-Urban,13008
Sofa,Metal,Good,7,88670,IKEA,Rural,39812
Chair,Fabric,Excellent,7,83286,Godrej,Urban,25196
Sofa,Fabric,Excellent,11,16733,Local,Semi-Urban,38582
Chair,Glass,Average,8,65113,Godrej,Rural,44068
Chair,Plastic,Excellent,1,86016,Godrej,Urban,57390
Sofa,Plastic,Excellent,8,66832,Nilkamal,Urban,2894
Desk,Glass,Poor,7,6098,Urban Ladder,Rural,27194
Table,Metal,Poor,10,88160,IKEA,Urban,9738
Sofa,Plastic,Poor,9,60119,IKEA,Rural,30922
Wardrobe,Plastic,Poor,0,58880,Urban Ladder,Urban,42215
Desk,Metal,Excellent,13,57480,Godrej,Rural,24449
Desk,Wood,Good,4,43546,Urban Ladder,Semi-Urban,51703
Wardrobe,Wood,Average,10,46887,Urban Ladder,Urban,43146
Table,Glass,Average,1,17250,Local,Rural,11302
Desk,Fabric,Good,9,39382,Local,Rural,37177
Chair,Plastic,Good,4,52999,Godrej,Urban,25319
Table,Plastic,Average,12,50022,Nilkamal,Semi-Urban,44590
Cabinet,Glass,Excellent,14,38472,IKEA,Rural,7866
Wardrobe,Glass,Average,7,6893,Local,Semi-Urban,21522
Table,Plastic,Good,8,80109,Godrej,Urban,52985
Sofa,Metal,Excellent,8,79799,Urban Ladder,Semi-Urban,19487
Table,Metal,Average,0,65086,Local,Urban,41235
Chair,Fabric,Excellent,6,40301,Urban Ladder,Rural,13373
Sofa,Plastic,Excellent,11,54594,Urban Ladder,Semi-Urban,60396
Bed,Plastic,Good,10,70261,Local,Urban,8410
Wardrobe,Plastic,Poor,7,43109,Godrej,Rural,5864
Wardrobe,Plastic,Average,9,62087,IKEA,Semi-Urban,18791
Table,Glass,Good,2,85245,Godrej,Urban,65074
Desk,Wood,Average,12,46190,Nilkamal,Semi-Urban,36408
Sofa,Plastic,Poor,5,66722,Nilkamal,Rural,33332
Bed,Wood,Poor,10,5666,IKEA,Rural,42139
Sofa,Metal,Poor,2,56513,Nilkamal,Urban,33401
Wardrobe,Fabric,Poor,8,75688,Urban Ladder,Semi-Urban,57685
Sofa,Metal,Average,12,73314,Nilkamal,Semi-Urban,67453
Bed,Plastic,Excellent,2,19169,Local,Rural,55059
Desk,Metal,Excellent,1,20668,Urban Ladder,Semi-Urban,64537
Table,Glass,Poor,8,86298,Godrej,Semi-Urban,24826
Chair,Wood,Poor,14,54810,IKEA,Semi-Urban,38131
Sofa,Plastic,Excellent,10,22945,Local,Urban,63520
Chair,Glass,Good,12,58159,Local,Rural,6030
Wardrobe,Wood,Poor,13,13079,IKEA,Urban,21916
Table,Glass,Excellent,7,21362,Nilkamal,Rural,4925
Cabinet,Metal,Good,7,15919,IKEA,Urban,43491
Table,Plastic,Excellent,1,23800,IKEA,Urban,13368
Sofa,Metal,Good,5,82294,Nilkamal,Urban,47294
Desk,Fabric,Average,12,57648,Godrej,Semi-Urban,64032
Table,Plastic,Good,12,60026,IKEA,Rural,52489
Sofa,Metal,Poor,4,54376,Nilkamal,Urban,4709
Sofa,Plastic,Good,13,17156,Local,Semi-Urban,17217
Chair,Wood,Good,11,46039,IKEA,Urban,14629
Table,Plastic,Poor,1,19239,IKEA,Semi-Urban,51546
Sofa,Plastic,Average,4,10089,Godrej,Urban,18534
Chair,Wood,Good,3,16014,Godrej,Rural,28643
Bed,Metal,Average,8,53105,Local,Rural,13933
Cabinet,Plastic,Excellent,11,63211,Godrej,Urban,33493
Chair,Glass,Excellent,0,8917,Local,Urban,50138
Chair,Plastic,Poor,5,18350,IKEA,Urban,65749
Sofa,Metal,Average,6,77822,Nilkamal,Urban,58313
Wardrobe,Wood,Poor,14,8742,Godrej,Semi-Urban,6485
Wardrobe,Metal,Poor,11,70375,Local,Rural,69598
Desk,Fabric,Good,5,86871,Godrej,Semi-Urban,66375
Wardrobe,Plastic,Excellent,4,83197,Godrej,Rural,64603
Chair,Plastic,Poor,11,14743,Urban Ladder,Urban,38051
Desk,Wood,Good,3,21891,IKEA,Rural,11604
Sofa,Plastic,Good,4,31483,Godrej,Urban,26431
Table,Glass,Average,8,34135,Nilkamal,Urban,6369
Cabinet,Glass,Excellent,4,67058,Urban Ladder,Semi-Urban,14796
Cabinet,Metal,Average,9,14682,Local,Rural,12701
Chair,Wood,Average,14,15798,Local,Semi-Urban,60104
Chair,Fabric,Poor,7,46919,Nilkamal,Semi-Urban,66539
Desk,Metal,Average,6,17198,Nilkamal,Semi-Urban,50352
Sofa,Wood,Poor,3,58502,IKEA,Semi-Urban,27369
Bed,Wood,Average,9,35104,Nilkamal,Rural,54041
Chair,Metal,Good,4,10603,Local,Rural,15469
Bed,Metal,Excellent,6,22009,IKEA,Semi-Urban,62560
Bed,Plastic,Excellent,5,41661,Nilkamal,Rural,29956
Wardrobe,Fabric,Excellent,12,32965,Nilkamal,Urban,34122
Sofa,Glass,Good,2,26784,Local,Rural,11192
Cabinet,Plastic,Good,9,32340,IKEA,Semi-Urban,49430
Cabinet,Wood,Average,14,70689,Urban Ladder,Urban,63460
Bed,Fabric,Average,2,73297,Urban Ladder,Urban,34255
Cabinet,Fabric,Average,1,26569,IKEA,Urban,8685
Sofa,Metal,Average,13,72102,Nilkamal,Urban,19721
Wardrobe,Fabric,Excellent,2,52411,Nilkamal,Urban,48470
Sofa,Fabric,Average,10,30254,IKEA,Semi-Urban,10123
Chair,Wood,Good,9,30160,Urban Ladder,Semi-Urban,19703
Bed,Plastic,Good,12,15206,Godrej,Urban,53029
Sofa,Fabric,Good,0,47211,Local,Semi-Urban,19329
Cabinet,Metal,Poor,12,4533,IKEA,Rural,8580
Table,Plastic,Poor,8,74132,Godrej,Semi-Urban,22706
Sofa,Metal,Poor,1,89689,Local,Rural,52555
Bed,Fabric,Average,11,45383,Godrej,Semi-Urban,19799
Wardrobe,Plastic,Excellent,12,9358,Godrej,Rural,50585
Cabinet,Fabric,Excellent,2,57395,Local,Rural,49350
Wardrobe,Wood,Average,4,35035,Godrej,Urban,30871
Bed,Plastic,Average,9,37459,Urban Ladder,Semi-Urban,59428
Cabinet,Metal,Poor,11,44287,IKEA,Urban,12550
Chair,Wood,Good,3,23137,Urban Ladder,Rural,52804
Cabinet,Glass,Good,12,85017,Urban Ladder,Semi-Urban,18175
Chair,Metal,Poor,4,40522,Local,Semi-Urban,23104
Wardrobe,Fabric,Poor,5,41941,Local,Urban,57054
Wardrobe,Metal,Excellent,4,45057,Local,Semi-Urban,66961
Bed,Glass,Poor,9,32689,Godrej,Semi-Urban,60159
Chair,Metal,Good,0,76588,Godrej,Semi-Urban,62936
Wardrobe,Wood,Good,5,89938,IKEA,Rural,10760
Chair,Metal,Average,8,74240,Godrej,Urban,7102
Wardrobe,Plastic,Excellent,2,43679,IKEA,Rural,21112
Cabinet,Glass,Average,14,60428,Urban Ladder,Urban,48501
Sofa,Metal,Excellent,1,37045,IKEA,Rural,10609
Table,Glass,Average,5,46671,IKEA,Rural,12935
Cabinet,Wood,Excellent,11,49903,Local,Rural,45243
Desk,Plastic,Poor,13,52670,Godrej,Rural,15432
Sofa,Fabric,Good,2,14715,Nilkamal,Urban,51654
Desk,Metal,Poor,3,24810,Nilkamal,Semi-Urban,50412
Wardrobe,Wood,Excellent,5,43583,Local,Urban,35807
Table,Glass,Excellent,11,68719,Urban Ladder,Semi-Urban,64167
Table,Glass,Average,12,23706,Urban Ladder,Urban,66430
Wardrobe,Wood,Excellent,11,24316,Urban Ladder,Urban,19820
Wardrobe,Metal,Poor,5,39595,IKEA,Urban,53937
Chair,Fabric,Excellent,11,62655,Godrej,Urban,20290
Wardrobe,Metal,Excellent,1,5497,Urban Ladder,Rural,39760
Bed,Plastic,Average,12,16562,Nilkamal,Urban,42517
Wardrobe,Metal,Excellent,12,11757,IKEA,Urban,41095
Bed,Plastic,Average,2,12018,Urban Ladder,Semi-Urban,7445
Wardrobe,Glass,Good,12,32277,Urban Ladder,Rural,63376
Chair,Plastic,Average,8,47077,Godrej,Rural,47569
Bed,Fabric,Excellent,1,85269,Godrej,Urban,45271
Sofa,Wood,Good,2,52250,IKEA,Urban,8483
Bed,Plastic,Excellent,8,86689,Nilkamal,Rural,28772
Cabinet,Metal,Average,3,37572,Local,Rural,28910
Chair,Plastic,Poor,14,45020,Nilkamal,Urban,63919
Desk,Glass,Good,0,60264,Godrej,Urban,46006
Bed,Plastic,Poor,10,7170,Godrej,Urban,8310
Cabinet,Fabric,Poor,12,62449,Local,Semi-Urban,66129
Cabinet,Plastic,Good,1,85321,Nilkamal,Rural,46819
Cabinet,Fabric,Poor,14,44147,Nilkamal,Semi-Urban,21990
Wardrobe,Metal,Poor,2,47944,Local,Rural,42013
Cabinet,Glass,Poor,8,27714,Godrej,Rural,60764
Wardrobe,Wood,Poor,14,52294,IKEA,Rural,22887
Desk,Metal,Good,8,35711,Nilkamal,Rural,27930
Chair,Metal,Excellent,10,3220,Urban Ladder,Rural,10145
Table,Wood,Poor,14,72776,Nilkamal,Urban,5171
Wardrobe,Plastic,Good,5,42769,Nilkamal,Semi-Urban,12879
Cabinet,Plastic,Good,13,64949,Nilkamal,Semi-Urban,47105
Cabinet,Plastic,Good,10,80828,Godrej,Rural,7397
Sofa,Glass,Good,5,31604,Urban Ladder,Semi-Urban,16505
Cabinet,Metal,Average,2,19771,Nilkamal,Semi-Urban,41718
Chair,Fabric,Excellent,4,64182,IKEA,Urban,43690
Bed,Wood,Excellent,14,79759,Urban Ladder,Rural,61776
Bed,Metal,Poor,10,35714,Local,Urban,51427
Cabinet,Plastic,Good,3,33429,IKEA,Semi-Urban,65644
Sofa,Wood,Average,9,41759,Local,Rural,47115
Wardrobe,Fabric,Good,9,69095,Nilkamal,Rural,34968
Chair,Metal,Poor,11,4839,Godrej,Rural,38504
Sofa,Metal,Excellent,8,70307,Nilkamal,Rural,2477
Wardrobe,Glass,Poor,8,27940,Nilkamal,Rural,7536
Chair,Metal,Poor,0,10676,Local,Rural,22719
Cabinet,Metal,Poor,7,86988,Nilkamal,Urban,30119
Bed,Fabric,Poor,14,19900,IKEA,Urban,68911
Chair,Fabric,Poor,8,64375,Godrej,Semi-Urban,29882
Cabinet,Wood,Poor,4,45180,Local,Rural,29163
Desk,Plastic,Poor,3,69196,Urban Ladder,Rural,23656
Table,Fabric,Excellent,9,68913,Nilkamal,Urban,32477
Chair,Wood,Excellent,3,14474,Local,Semi-Urban,25165
Table,Metal,Good,1,3159,Nilkamal,Semi-Urban,26908
Chair,Wood,Good,8,18929,Nilkamal,Rural,25589
Table,Wood,Average,4,39942,Local,Semi-Urban,1537
Desk,Wood,Average,10,5199,IKEA,Semi-Urban,12655
Bed,Wood,Excellent,2,15980,Urban Ladder,Rural,27124
Wardrobe,Fabric,Excellent,5,45997,Nilkamal,Rural,60005
Table,Plastic,Average,8,46359,IKEA,Rural,11652
Desk,Wood,Excellent,8,49006,Nilkamal,Urban,41644
Table,Glass,Average,11,9276,Nilkamal,Rural,5656
Bed,Metal,Good,12,21372,IKEA,Semi-Urban,38621
Table,Metal,Excellent,4,11168,Nilkamal,Urban,3883
Desk,Metal,Excellent,7,27966,Urban Ladder,Semi-Urban,28748
Cabinet,Metal,Average,3,7915,Local,Urban,32214
Desk,Metal,Poor,4,42009,IKEA,Rural,4572
Sofa,Wood,Poor,6,51921,Godrej,Semi-Urban,24694
Bed,Plastic,Good,6,67267,Nilkamal,Urban,60971
Cabinet,Glass,Excellent,12,84733,Local,Semi-Urban,40983
Sofa,Fabric,Excellent,6,32011,Urban Ladder,Rural,12542
Bed,Glass,Average,7,86474,Urban Ladder,Urban,39854
Cabinet,Fabric,Poor,10,7047,Godrej,Semi-Urban,18966
Table,Fabric,Poor,4,19515,Urban Ladder,Urban,7192
Cabinet,Glass,Good,14,72215,Local,Rural,26358
Desk,Wood,Poor,0,25737,Godrej,Urban,38819
Sofa,Metal,Poor,10,87996,IKEA,Urban,50873
Table,Wood,Poor,8,32048,Godrej,Semi-Urban,11242
Desk,Metal,Average,8,15927,IKEA,Urban,34983
Bed,Plastic,Poor,14,67565,Urban Ladder,Rural,35332
Cabinet,Fabric,Good,6,37289,Local,Semi-Urban,25480
Desk,Glass,Poor,11,55421,Nilkamal,Urban,6375
Table,Plastic,Good,5,52592,Godrej,Rural,56501
Sofa,Metal,Average,12,78469,Urban Ladder,Rural,59292
Sofa,Wood,Average,12,88311,Local,Urban,16722
Cabinet,Glass,Good,4,17836,Nilkamal,Urban,26586
Desk,Fabric,Average,4,88641,Godrej,Semi-Urban,9737
Table,Plastic,Excellent,14,48078,Local,Rural,63270
Chair,Fabric,Excellent,2,42543,Urban Ladder,Rural,56921
Bed,Metal,Excellent,9,18953,Godrej,Rural,43620
Bed,Fabric,Excellent,0,60027,Godrej,Urban,3394
Table,Wood,Excellent,5,77931,IKEA,Urban,33432
Chair,Plastic,Average,7,54039,IKEA,Urban,19050
Sofa,Plastic,Good,13,72806,Godrej,Semi-Urban,62093
